,type,fixed acidity,volatile acidity_big,citric acid_big,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,CpH-103,CpH-101,CpH-102,sulphates,alcohol,quality,pH_bup,sulphates_bup,alcohol_bup,quality_re,type_2,type_of_coluor,quality_re.1,type_dubl,type_of_coluor.1,the_state_manufacturing ,city,manfacutuered_name ,Quantity
2078,white,5.9,170000,300000,1.4,0.042,25,119,0.9931,3.68,3.68,3.68,0.72,10.5,6,9.41,11.084,12.758,14.432,white,brown ,15.432,white,brown ,Argentina,mancity,CASTEL FRERES,4514
2079,white,7.4,450000,320000,7.1,0.044,17,117,0.9962,3.32,3.32,3.32,0.41,10.4,4,7.54,8.743,9.946,11.149,white,red,12.149,white,red,France,"Washington, D.C.",CASTEL FRERES,4514
2080,white,6.8,360000,320000,1.6,0.039,10,124,0.9948,3.3,3.3,3.3,0.67,9.6,5,8.15,9.553,10.956,12.359,white,black,13.359,white,black,Argentina,Buenos Aires ,CASTEL FRERES,4514
2081,white,7.5,420000,140000,10.7,0.046,18,95,0.9959,3.22,3.22,3.22,0.33,10.7,5,8.74,10.311,11.882,13.453,white,gray,14.453,white,gray,France,paris,CASTEL FRERES,4514
2082,white,7.5,330000,320000,11.1,0.036,25,119,0.9962,3.15,3.15,3.15,0.34,10.5,6,9.675,11.546,13.417,15.288,white,greeen ,16.288,white,greeen ,Argentina,Buenos Aires,CASTEL FRERES,4514
2083,white,9.4,300000,320000,10.7,0.029,14,111,0.9958,2.85,2.85,2.85,0.42,10.6,5,8.875,10.538,12.201,13.864,white,yellow ,14.864,white,yellow ,England ,mancity,CASTEL FRERES,4514
2084,white,7.9,170000,320000,1.6,0.053,47,150,0.9948,3.29,3.29,3.29,0.76,9.6,6,9.155,10.852,12.549,14.246,white,brown ,15.246,white,brown ,USA,"Washington, D.C.",CASTEL FRERES,4514
2085,white,7.9,170000,320000,1.6,0.053,47,150,0.9948,3.29,3.29,3.29,0.76,9.6,6,9.155,10.852,12.549,14.246,white,red,15.246,white,red,England ,Buenos Aires ,CASTEL FRERES,4514
2086,white,8.2,170000,320000,1.5,0.05,17,101,0.994,3.14,3.14,3.14,0.58,9.5,5,8.18,9.63,11.08,12.53,white,black,13.53,white,black,England ,paris,CASTEL FRERES,4514
2087,white,8.3,170000,310000,1.5,0.049,48,153,0.9942,3.12,3.12,3.12,0.58,9.4,6,9.14,10.886,12.632,14.378,white,gray,15.378,white,gray,England ,Buenos Aires,CASTEL FRERES,4514
2088,white,8.7,150000,300000,1.6,0.046,29,130,0.9942,3.22,3.22,3.22,0.38,9.8,6,9.29,11.066,12.842,14.618,white,greeen ,15.618,white,greeen ,England ,mancity,CASTEL FRERES,4514
2089,white,7.9,170000,320000,1.6,0.053,47,150,0.9948,3.29,3.29,3.29,0.76,9.6,6,9.155,10.852,12.549,14.246,white,yellow ,15.246,white,yellow ,England ,"Washington, D.C.",CASTEL FRERES,4514
2090,white,7.2,250000,190000,8,0.044,51,172,0.9964,3.16,3.16,3.16,0.44,9.2,5,8.02,9.448,10.876,12.304,white,brown ,13.304,white,brown ,England ,Buenos Aires ,CASTEL FRERES,4514
2091,white,7.2,240000,190000,7.7,0.045,53,176,0.9958,3.17,3.17,3.17,0.38,9.5,5,8.165,9.626,11.087,12.548,white,red,13.548,white,red,England ,paris,CASTEL FRERES,4514
2092,white,5.3,760000,30000,2.7,0.043,27,93,0.9932,3.34,3.34,3.34,0.38,9.2,5,7.93,9.31,10.69,12.07,white,black,13.07,white,black,England ,Buenos Aires,CASTEL FRERES,4514
2093,white,6.6,220000,530000,15.1,0.052,22,136,0.9986,2.94,2.94,2.94,0.35,9.4,5,8.23,9.753,11.276,12.799,white,gray,13.799,white,gray,England ,mancity,CASTEL FRERES,4514
2094,white,6.6,220000,530000,15.1,0.052,22,136,0.9986,2.94,2.94,2.94,0.35,9.4,5,8.23,9.753,11.276,12.799,white,greeen ,13.799,white,greeen ,England ,"Washington, D.C.",CASTEL FRERES,4514
2095,white,8.4,280000,400000,8.9,0.048,33,146,0.9988,3.4,3.4,3.4,0.46,9.3,5,7.95,9.314,10.678,12.042,white,yellow ,13.042,white,yellow ,France,Buenos Aires ,CASTEL FRERES,4514
2096,white,6.8,320000,340000,6,0.05,5,129,0.9953,3.19,3.19,3.19,0.4,9.1,5,7.955,9.368,10.781,12.194,white,brown ,13.194,white,brown ,France,paris,CASTEL FRERES,4514
2097,white,6.7,240000,330000,12.3,0.046,31,145,0.9983,3.36,3.36,3.36,0.4,9.5,5,8.07,9.472,10.874,12.276,white,red,13.276,white,red,France,Buenos Aires,CASTEL FRERES,4514
2098,white,7.4,180000,360000,13.1,0.056,72,163,1,3.42,3.42,3.42,0.35,9.1,6,8.84,10.489,12.138,13.787,white,black,14.787,white,black,France,mancity,CASTEL FRERES,4514
2099,white,6,160000,300000,6.7,0.043,43,153,0.9951,3.63,3.63,3.63,0.46,10.6,5,8.485,9.91,11.335,12.76,white,gray,13.76,white,gray,France,"Washington, D.C.",CASTEL FRERES,4514
2100,white,6.7,240000,330000,12.3,0.046,31,145,0.9983,3.36,3.36,3.36,0.4,9.5,5,8.07,9.472,10.874,12.276,white,greeen ,13.276,white,greeen ,France,Buenos Aires ,CASTEL FRERES,4514
2101,white,6.8,280000,350000,2.3,0.042,16,85,0.9906,3.19,3.19,3.19,0.56,12.4,6,10.605,12.632,14.659,16.686,white,yellow ,17.686,white,yellow ,USA,paris,CASTEL FRERES,4514
2102,white,6.2,340000,300000,11.1,0.047,28,237,0.9981,3.18,3.18,3.18,0.49,8.7,5,7.76,9.127,10.494,11.861,white,brown ,12.861,white,brown ,USA,Buenos Aires,CASTEL FRERES,4514
2103,white,6,270000,150000,1.5,0.056,35,128,0.9936,3.12,3.12,3.12,0.45,8.8,5,7.84,9.239,10.638,12.037,white,red,13.037,white,red,USA,mancity,CASTEL FRERES,4514
2104,white,6,160000,300000,6.7,0.043,43,153,0.9951,3.63,3.63,3.63,0.46,10.6,5,8.485,9.91,11.335,12.76,white,black,13.76,white,black,USA,"Washington, D.C.",CASTEL FRERES,4514
2105,white,6.8,320000,340000,6,0.05,5,129,0.9953,3.19,3.19,3.19,0.4,9.1,5,7.955,9.368,10.781,12.194,white,gray,13.194,white,gray,USA,Buenos Aires ,CASTEL FRERES,4514
2106,white,8.5,240000,470000,15.2,0.057,40,234,1.0005,3.02,3.02,3.02,0.66,9,5,7.99,9.418,10.846,12.274,white,greeen ,13.274,white,greeen ,USA,paris,CASTEL FRERES,4514
2107,white,8.1,240000,330000,10.2,0.048,46,141,0.9972,3.16,3.16,3.16,0.48,10.3,6,9.57,11.404,13.238,15.072,white,yellow ,16.072,white,yellow ,USA,Buenos Aires,CASTEL FRERES,4514
2108,white,7.4,180000,360000,13.1,0.056,72,163,1,3.42,3.42,3.42,0.35,9.1,6,8.84,10.489,12.138,13.787,white,brown ,14.787,white,brown ,USA,mancity,CASTEL FRERES,4514
2109,white,7.7,230000,310000,10.7,0.038,59,186,0.9969,3.12,3.12,3.12,0.55,9.5,6,9.19,10.949,12.708,14.467,white,red,15.467,white,red,USA,"Washington, D.C.",CASTEL FRERES,4514
2110,white,6.5,220000,250000,17.1,0.05,44,138,1.0001,3.3,3.3,3.3,0.37,8.8,5,7.75,9.103,10.456,11.809,white,black,12.809,white,black,Argentina,Buenos Aires ,�ACCOLADE WINES,4514
2111,white,6.5,220000,250000,17.1,0.05,44,138,1.0001,3.3,3.3,3.3,0.37,8.8,5,7.75,9.103,10.456,11.809,white,gray,12.809,white,gray,France,paris,�ACCOLADE WINES,4514
2112,white,6.5,220000,250000,17.1,0.05,44,138,1.0001,3.3,3.3,3.3,0.37,8.8,5,7.75,9.103,10.456,11.809,white,greeen ,12.809,white,greeen ,Argentina,Buenos Aires,�ACCOLADE WINES,4514
2113,white,5.7,330000,150000,1.9,0.05,20,93,0.9934,3.38,3.38,3.38,0.62,9.9,5,8.26,9.674,11.088,12.502,white,yellow ,13.502,white,yellow ,France,mancity,�ACCOLADE WINES,4514
2114,white,7.7,230000,310000,10.7,0.038,59,186,0.9969,3.12,3.12,3.12,0.55,9.5,6,9.19,10.949,12.708,14.467,white,brown ,15.467,white,brown ,Argentina,"Washington, D.C.",�ACCOLADE WINES,4514
2115,white,6.5,220000,250000,17.1,0.05,44,138,1.0001,3.3,3.3,3.3,0.37,8.8,5,7.75,9.103,10.456,11.809,white,red,12.809,white,red,England ,Buenos Aires ,�ACCOLADE WINES,4514
2116,white,6.8,200000,270000,1.2,0.034,19,68,0.9902,3.14,3.14,3.14,0.37,11.7,4,8.28,9.671,11.062,12.453,white,black,13.453,white,black,USA,paris,�ACCOLADE WINES,4514
2117,white,7.7,260000,320000,1.2,0.04,26,117,0.993,3.21,3.21,3.21,0.56,10.8,5,8.795,10.356,11.917,13.478,white,gray,14.478,white,gray,England ,Buenos Aires,�ACCOLADE WINES,4514
2118,white,6.4,200000,320000,3.1,0.041,18,126,0.9914,3.43,3.43,3.43,0.42,12,6,10.285,12.214,14.143,16.072,white,greeen ,17.072,white,greeen ,England ,mancity,�ACCOLADE WINES,4514
2119,white,8,160000,360000,1.5,0.033,14,122,0.9941,3.2,3.2,3.2,0.39,10.3,4,7.55,8.781,10.012,11.243,white,yellow ,12.243,white,yellow ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
2120,white,6.8,250000,270000,10.7,0.076,47,154,0.9967,3.05,3.05,3.05,0.38,9,5,7.975,9.422,10.869,12.316,white,brown ,13.316,white,brown ,England ,Buenos Aires ,�ACCOLADE WINES,4514
2121,white,7.7,390000,280000,4.9,0.035,36,109,0.9918,3.19,3.19,3.19,0.58,12.2,7,11.505,13.81,16.115,18.42,white,red,19.42,white,red,England ,paris,�ACCOLADE WINES,4514
2122,white,6.9,260000,330000,12.6,0.051,59,173,0.998,3.39,3.39,3.39,0.38,9.9,5,8.255,9.69,11.125,12.56,white,black,13.56,white,black,England ,Buenos Aires,�ACCOLADE WINES,4514
2123,white,6.8,250000,270000,10.7,0.076,47,154,0.9967,3.05,3.05,3.05,0.38,9,5,7.975,9.422,10.869,12.316,white,gray,13.316,white,gray,England ,mancity,�ACCOLADE WINES,4514
2124,white,7.7,390000,280000,4.9,0.035,36,109,0.9918,3.19,3.19,3.19,0.58,12.2,7,11.505,13.81,16.115,18.42,white,greeen ,19.42,white,greeen ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
2125,white,6,280000,220000,12.15,0.048,42,163,0.9957,3.2,3.2,3.2,0.46,10.1,5,8.45,9.954,11.458,12.962,white,yellow ,13.962,white,yellow ,England ,Buenos Aires ,�ACCOLADE WINES,4514
2126,white,6.5,430000,280000,12,0.056,23,174,0.9986,3.31,3.31,3.31,0.55,9.3,5,7.995,9.377,10.759,12.141,white,brown ,13.141,white,brown ,England ,paris,�ACCOLADE WINES,4514
2127,white,9.1,330000,380000,1.7,0.062,50.5,344,0.9958,3.1,3.1,3.1,0.7,9.5,5,8.2,9.65,11.1,12.55,white,red,13.55,white,red,France,Buenos Aires,�ACCOLADE WINES,4514
2128,white,5.9,500000,50000,2.6,0.054,36,146,0.9948,3.43,3.43,3.43,0.5,9.2,6,8.885,10.526,12.167,13.808,white,black,14.808,white,black,France,mancity,�ACCOLADE WINES,4514
2129,white,6.8,280000,390000,1.4,0.036,15,115,0.9918,3.27,3.27,3.27,0.72,11.7,5,9.215,10.832,12.449,14.066,white,gray,15.066,white,gray,France,"Washington, D.C.",�ACCOLADE WINES,4514
2130,white,7,350000,240000,1.9,0.04,21,144,0.9923,3.35,3.35,3.35,0.38,11,5,8.825,10.382,11.939,13.496,white,greeen ,14.496,white,greeen ,France,Buenos Aires ,�ACCOLADE WINES,4514
2131,white,7.1,220000,320000,16.9,0.056,49,158,0.9998,3.37,3.37,3.37,0.38,9.6,6,9.115,10.826,12.537,14.248,white,yellow ,15.248,white,yellow ,France,paris,�ACCOLADE WINES,4514
2132,white,7.1,220000,320000,16.9,0.056,49,158,0.9998,3.37,3.37,3.37,0.38,9.6,6,9.115,10.826,12.537,14.248,white,brown ,15.248,white,brown ,France,Buenos Aires,�ACCOLADE WINES,4514
2133,white,8.3,240000,270000,2.1,0.03,22,162,0.9914,2.99,2.99,2.99,0.68,11.9,6,10.455,12.48,14.505,16.53,white,red,17.53,white,red,USA,mancity,�ACCOLADE WINES,4514
2134,white,6.8,260000,320000,7,0.041,38,118,0.9939,3.25,3.25,3.25,0.52,10.8,6,9.775,11.628,13.481,15.334,white,black,16.334,white,black,USA,"Washington, D.C.",�ACCOLADE WINES,4514
2135,white,7.2,160000,260000,7.1,0.054,41,224,0.9966,3.38,3.38,3.38,0.55,10.1,5,8.36,9.801,11.242,12.683,white,gray,13.683,white,gray,USA,Buenos Aires ,�ACCOLADE WINES,4514
2136,white,7.9,180000,360000,5.9,0.058,31,132,0.995,3.25,3.25,3.25,0.52,10.9,6,9.825,11.688,13.551,15.414,white,greeen ,16.414,white,greeen ,USA,paris,�ACCOLADE WINES,4514
2137,white,7.2,160000,260000,7.1,0.054,41,224,0.9966,3.38,3.38,3.38,0.55,10.1,5,8.36,9.801,11.242,12.683,white,yellow ,13.683,white,yellow ,USA,Buenos Aires,�ACCOLADE WINES,4514
2138,white,5.5,240000,320000,8.7,0.06,19,102,0.994,3.27,3.27,3.27,0.31,10.4,5,8.565,10.093,11.621,13.149,white,brown ,14.149,white,brown ,USA,mancity,�ACCOLADE WINES,4514
2139,white,7.1,330000,640000,13.2,0.056,12,105,0.9972,3.05,3.05,3.05,0.39,9.2,5,8.075,9.541,11.007,12.473,white,red,13.473,white,red,USA,"Washington, D.C.",�ACCOLADE WINES,4514
2140,white,7.7,280000,350000,15.3,0.056,31,117,0.9998,3.27,3.27,3.27,0.5,9.6,5,8.165,9.594,11.023,12.452,white,black,13.452,white,black,USA,Buenos Aires ,�ACCOLADE WINES,4514
2141,white,7.7,280000,350000,15.3,0.056,31,117,0.9998,3.27,3.27,3.27,0.5,9.6,5,8.165,9.594,11.023,12.452,white,gray,13.452,white,gray,USA,paris,�ACCOLADE WINES,4514
2142,white,7.5,260000,520000,13.2,0.047,64,179,0.9982,3.1,3.1,3.1,0.46,9,5,7.95,9.374,10.798,12.222,white,greeen ,13.222,white,greeen ,Argentina,Buenos Aires,�ACCOLADE WINES,4514
2143,white,6.5,140000,320000,2.7,0.037,18,89,0.9924,3.4,3.4,3.4,0.74,11.5,7,11.05,13.206,15.362,17.518,white,yellow ,18.518,white,yellow ,France,mancity,�ACCOLADE WINES,4514
2144,white,8.2,210000,320000,10.65,0.053,53,145,0.9972,3.17,3.17,3.17,0.48,10.2,6,9.515,11.336,13.157,14.978,white,brown ,15.978,white,brown ,Argentina,"Washington, D.C.",�ACCOLADE WINES,4514
2145,white,7.2,200000,310000,10,0.054,49,165,0.997,3.4,3.4,3.4,0.42,9.9,6,9.25,10.978,12.706,14.434,white,red,15.434,white,red,France,Buenos Aires ,�ACCOLADE WINES,4514
2146,white,7.2,115000,300000,6.8,0.056,26,105,0.9954,3.44,3.44,3.44,0.4,9.6,6,9.08,10.768,12.456,14.144,white,black,15.144,white,black,Argentina,paris,�ACCOLADE WINES,4514
2147,white,6.4,290000,200000,15.6,0.04,20,142,0.9962,3.1,3.1,3.1,0.54,10.6,5,8.75,10.326,11.902,13.478,white,gray,14.478,white,gray,England ,Buenos Aires,�ACCOLADE WINES,4514
2148,white,7.1,330000,640000,13.2,0.056,12,105,0.9972,3.05,3.05,3.05,0.39,9.2,5,8.075,9.541,11.007,12.473,white,greeen ,13.473,white,greeen ,USA,mancity,�ACCOLADE WINES,4514
2149,white,6.8,240000,340000,5.1,0.038,31,99,0.9921,3.24,3.24,3.24,0.46,11.8,6,10.28,12.242,14.204,16.166,white,yellow ,17.166,white,yellow ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
2150,white,7,240000,340000,3,0.035,36,102,0.9905,3.18,3.18,3.18,0.43,12.2,6,10.51,12.533,14.556,16.579,white,brown ,17.579,white,brown ,England ,Buenos Aires ,�ACCOLADE WINES,4514
2151,white,7.7,280000,350000,15.3,0.056,31,117,0.9998,3.27,3.27,3.27,0.5,9.6,5,8.165,9.594,11.023,12.452,white,red,13.452,white,red,England ,paris,�ACCOLADE WINES,4514
2152,white,7,220000,330000,2.1,0.052,15,76,0.993,3.2,3.2,3.2,0.41,10.6,6,9.7,11.559,13.418,15.277,white,black,16.277,white,black,England ,Buenos Aires,�ACCOLADE WINES,4514
2153,white,7.5,180000,390000,1.9,0.054,23,91,0.9941,3.27,3.27,3.27,0.45,10.3,6,9.515,11.319,13.123,14.927,white,gray,15.927,white,gray,England ,mancity,�ACCOLADE WINES,4514
2154,white,9.8,930000,450000,8.6,0.052,34,187,0.9994,3.12,3.12,3.12,0.59,10.2,4,7.54,8.765,9.99,11.215,white,greeen ,12.215,white,greeen ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
2155,white,7.8,290000,330000,8.75,0.035,33,181,0.9962,3.11,3.11,3.11,0.46,10.7,5,8.795,10.386,11.977,13.568,white,yellow ,14.568,white,yellow ,England ,Buenos Aires ,�ACCOLADE WINES,4514
2156,white,7.9,280000,320000,3.6,0.038,9,76,0.992,3.05,3.05,3.05,0.31,11.7,4,8.325,9.749,11.173,12.597,white,brown ,13.597,white,brown ,England ,paris,�ACCOLADE WINES,4514
2157,white,8.5,250000,270000,4.7,0.031,31,92,0.9922,3.01,3.01,3.01,0.33,12,6,10.495,12.559,14.623,16.687,white,red,17.687,white,red,England ,Buenos Aires,�ACCOLADE WINES,4514
2158,white,7.4,180000,270000,1.3,0.048,26,105,0.994,3.52,3.52,3.52,0.66,10.6,6,9.54,11.278,13.016,14.754,white,black,15.754,white,black,England ,mancity,�ACCOLADE WINES,4514
2159,white,6.3,240000,370000,1.8,0.031,6,61,0.9897,3.3,3.3,3.3,0.34,12.2,4,8.45,9.846,11.242,12.638,white,gray,13.638,white,gray,France,"Washington, D.C.",�ACCOLADE WINES,4514
2160,white,6,330000,380000,9.7,0.04,29,124,0.9954,3.47,3.47,3.47,0.48,11,6,9.765,11.576,13.387,15.198,white,greeen ,16.198,white,greeen ,France,Buenos Aires ,�PERNOD RICARD,4514
2161,white,6.8,370000,280000,4,0.03,29,79,0.99,3.23,3.23,3.23,0.46,12.4,7,11.585,13.91,16.235,18.56,white,yellow ,19.56,white,yellow ,France,paris,�PERNOD RICARD,4514
2162,white,9.9,490000,230000,2.4,0.087,19,115,0.9948,2.77,2.77,2.77,0.44,9.4,6,9.315,11.18,13.045,14.91,white,brown ,15.91,white,brown ,France,Buenos Aires,�PERNOD RICARD,4514
2163,white,8.5,250000,270000,4.7,0.031,31,92,0.9922,3.01,3.01,3.01,0.33,12,6,10.495,12.559,14.623,16.687,white,red,17.687,white,red,France,mancity,�PERNOD RICARD,4514
2164,white,8.4,220000,280000,18.8,0.028,55,130,0.998,2.96,2.96,2.96,0.35,11.6,5,9.32,11.057,12.794,14.531,white,black,15.531,white,black,France,"Washington, D.C.",�PERNOD RICARD,4514
2165,white,7,350000,310000,1.8,0.069,15,162,0.9944,3.18,3.18,3.18,0.47,9.4,5,8.11,9.549,10.988,12.427,white,gray,13.427,white,gray,USA,Buenos Aires ,�PERNOD RICARD,4514
2166,white,7,350000,310000,1.8,0.069,15,162,0.9944,3.18,3.18,3.18,0.47,9.4,5,8.11,9.549,10.988,12.427,white,greeen ,13.427,white,greeen ,USA,paris,�PERNOD RICARD,4514
2167,white,7.4,190000,300000,12.8,0.053,48.5,229,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,yellow ,17.037,white,yellow ,USA,Buenos Aires,�PERNOD RICARD,4514
2168,white,7.4,190000,300000,12.8,0.053,48.5,229,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,brown ,17.037,white,brown ,USA,mancity,�PERNOD RICARD,4514
2169,white,7.4,190000,300000,12.8,0.053,48.5,229,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,red,17.037,white,red,USA,"Washington, D.C.",�PERNOD RICARD,4514
2170,white,7.4,190000,300000,12.8,0.053,48.5,229,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,black,17.037,white,black,USA,Buenos Aires ,�PERNOD RICARD,4514
2171,white,7.4,190000,300000,12.8,0.053,48.5,229,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,gray,17.037,white,gray,USA,paris,�PERNOD RICARD,4514
2172,white,6.9,320000,130000,7.8,0.042,11,117,0.996,3.23,3.23,3.23,0.37,9.2,5,7.985,9.399,10.813,12.227,white,greeen ,13.227,white,greeen ,USA,Buenos Aires,�PERNOD RICARD,4514
2173,white,7.6,320000,580000,16.75,0.05,43,163,0.9999,3.15,3.15,3.15,0.54,9.2,5,8.025,9.446,10.867,12.288,white,yellow ,13.288,white,yellow ,USA,mancity,�PERNOD RICARD,4514
2174,white,7.4,190000,300000,12.8,0.053,48.5,229,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,brown ,17.037,white,brown ,Argentina,"Washington, D.C.",�PERNOD RICARD,4514
2175,white,7.4,190000,300000,12.8,0.053,48.5,212,0.9986,3.14,3.14,3.14,0.49,9.1,7,9.98,11.999,14.018,16.037,white,red,17.037,white,red,France,Buenos Aires ,�PERNOD RICARD,4514
2176,white,6.9,320000,130000,7.8,0.042,11,117,0.996,3.23,3.23,3.23,0.37,9.2,5,7.985,9.399,10.813,12.227,white,black,13.227,white,black,Argentina,paris,�PERNOD RICARD,4514
2177,white,6,340000,240000,5.4,0.06,23,126,0.9951,3.25,3.25,3.25,0.44,9,7,9.875,11.856,13.837,15.818,white,gray,16.818,white,gray,France,Buenos Aires,�PERNOD RICARD,4514
2178,white,7.6,320000,580000,16.75,0.05,43,163,0.9999,3.15,3.15,3.15,0.54,9.2,5,8.025,9.446,10.867,12.288,white,greeen ,13.288,white,greeen ,Argentina,mancity,�PERNOD RICARD,4514
2179,white,7.7,240000,310000,1.3,0.047,33,106,0.993,3.22,3.22,3.22,0.55,10.8,6,9.79,11.649,13.508,15.367,white,yellow ,16.367,white,yellow ,England ,"Washington, D.C.",�PERNOD RICARD,4514
2180,white,8,360000,430000,10.1,0.053,29,146,0.9982,3.4,3.4,3.4,0.46,9.5,6,9.05,10.734,12.418,14.102,white,brown ,15.102,white,brown ,USA,Buenos Aires ,�PERNOD RICARD,4514
2181,white,7.4,290000,250000,3.8,0.044,30,114,0.992,3.11,3.11,3.11,0.4,11,6,9.945,11.872,13.799,15.726,white,red,16.726,white,red,England ,paris,�PERNOD RICARD,4514
2182,white,6.6,320000,270000,10.9,0.041,37,146,0.9963,3.24,3.24,3.24,0.47,10,5,8.38,9.861,11.342,12.823,white,black,13.823,white,black,England ,Buenos Aires,�PERNOD RICARD,4514
2183,white,6.3,300000,240000,6.6,0.04,38,141,0.995,3.22,3.22,3.22,0.47,9.5,5,8.14,9.577,11.014,12.451,white,gray,13.451,white,gray,England ,mancity,�PERNOD RICARD,4514
2184,white,6.4,330000,240000,9.8,0.041,29,109,0.9956,3.29,3.29,3.29,0.47,10.1,6,9.405,11.181,12.957,14.733,white,greeen ,15.733,white,greeen ,England ,"Washington, D.C.",�PERNOD RICARD,4514
2185,white,7.5,180000,310000,11.7,0.051,24,94,0.997,3.19,3.19,3.19,0.44,9.5,7,10.155,12.204,14.253,16.302,white,yellow ,17.302,white,yellow ,England ,Buenos Aires ,�PERNOD RICARD,4514
2186,white,6.5,390000,810000,1.2,0.217,14,74,0.9936,3.08,3.08,3.08,0.53,9.5,5,8.21,9.683,11.156,12.629,white,brown ,13.629,white,brown ,England ,paris,�PERNOD RICARD,4514
2187,white,6.8,250000,180000,1.4,0.056,13,137,0.9935,3.11,3.11,3.11,0.42,9.5,5,8.195,9.67,11.145,12.62,white,red,13.62,white,red,England ,Buenos Aires,�PERNOD RICARD,4514
2188,white,6.4,180000,320000,9.6,0.052,24,90,0.9963,3.35,3.35,3.35,0.49,9.4,6,9.025,10.711,12.397,14.083,white,black,15.083,white,black,England ,mancity,�PERNOD RICARD,4514
2189,white,7.1,180000,320000,12.2,0.048,36,125,0.9967,2.92,2.92,2.92,0.54,9.4,6,9.24,11.05,12.86,14.67,white,gray,15.67,white,gray,England ,"Washington, D.C.",�GRUPO PENAFLOR,4514
2190,white,7.6,270000,420000,2.6,0.044,29,110,0.9912,3.31,3.31,3.31,0.51,12.7,6,10.695,12.721,14.747,16.773,white,greeen ,17.773,white,greeen ,England ,Buenos Aires ,�CONSTELLATION BRANDS,4514
2191,white,9.2,230000,350000,10.7,0.037,34,145,0.9981,3.09,3.09,3.09,0.32,9.7,5,8.305,9.816,11.327,12.838,white,yellow ,13.838,white,yellow ,France,paris,�THE WINE GROUP,4514
2192,white,7.9,280000,410000,4.9,0.058,31,153,0.9966,3.27,3.27,3.27,0.51,9.7,6,9.215,10.953,12.691,14.429,white,brown ,15.429,white,brown ,France,Buenos Aires,�E & J GALLO,4514
2193,white,7.1,180000,320000,12.2,0.048,36,125,0.9967,2.92,2.92,2.92,0.54,9.4,6,9.24,11.05,12.86,14.67,white,red,15.67,white,red,France,mancity,TREASURY WINE ESTATE,4514
2194,white,6.4,180000,320000,9.6,0.052,24,90,0.9963,3.35,3.35,3.35,0.49,9.4,6,9.025,10.711,12.397,14.083,white,black,15.083,white,black,France,"Washington, D.C.",TREASURY WINE ESTATE,4514
2195,white,6.8,250000,180000,1.4,0.056,13,137,0.9935,3.11,3.11,3.11,0.42,9.5,5,8.195,9.67,11.145,12.62,white,gray,13.62,white,gray,France,Buenos Aires ,TREASURY WINE ESTATE,4514
2196,white,7,220000,260000,1.1,0.037,20,71,0.9902,3.1,3.1,3.1,0.38,11.7,6,10.3,12.302,14.304,16.306,white,greeen ,17.306,white,greeen ,France,paris,TREASURY WINE ESTATE,4514
2197,white,7.3,180000,290000,1,0.036,26,101,0.99,3.09,3.09,3.09,0.37,11.7,6,10.305,12.311,14.317,16.323,white,yellow ,17.323,white,yellow ,USA,Buenos Aires,TREASURY WINE ESTATE,4514
2198,white,7.1,260000,190000,8.2,0.051,53,187,0.996,3.16,3.16,3.16,0.52,9.7,5,8.27,9.74,11.21,12.68,white,brown ,13.68,white,brown ,USA,mancity,TREASURY WINE ESTATE,4514
2199,white,6.6,250000,420000,11.3,0.049,77,231,0.9966,3.24,3.24,3.24,0.52,9.5,6,9.13,10.856,12.582,14.308,white,red,15.308,white,red,USA,"Washington, D.C.",TREASURY WINE ESTATE,4514
2200,white,6.4,240000,230000,7.3,0.069,31,157,0.9962,3.25,3.25,3.25,0.53,9.1,5,7.925,9.307,10.689,12.071,white,black,13.071,white,black,USA,Buenos Aires ,TREASURY WINE ESTATE,4514
2201,white,6,280000,270000,2.3,0.051,23,147,0.994,3.23,3.23,3.23,0.67,10.3,6,9.535,11.329,13.123,14.917,white,gray,15.917,white,gray,USA,paris,TREASURY WINE ESTATE,4514
2202,white,7.1,260000,190000,8.2,0.051,53,187,0.996,3.16,3.16,3.16,0.52,9.7,5,8.27,9.74,11.21,12.68,white,greeen ,13.68,white,greeen ,USA,Buenos Aires,�VINA CONCHA Y TORO,4514
2203,white,7.8,240000,380000,2.1,0.058,14,167,0.994,3.21,3.21,3.21,0.55,9.9,5,8.345,9.817,11.289,12.761,white,yellow ,13.761,white,yellow ,USA,mancity,�VINA CONCHA Y TORO,4514
2204,white,7.6,270000,330000,2,0.059,19,175,0.9944,3.22,3.22,3.22,0.56,9.9,5,8.34,9.808,11.276,12.744,white,brown ,13.744,white,brown ,USA,"Washington, D.C.",�VINA CONCHA Y TORO,4514
